UserId,Condition,Scenario,Direction,TimeStamp,DtInMs,ConWPosX,ConWPosY,ConWPosZ,ConPosX,ConPosY,ConPosZ,ConRotX,ConRotY,ConRotZ,IsHit,DotId,HitPosX,HitPosY,HitPosZ
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.63,25.63,1.61426,0.868068,-0.9649249,-0.6450992,0.868068,-0.1992095,359.2836,244.7822,0.1147007,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.63,25.63,1.61426,0.868068,-0.9649249,-0.6450992,0.868068,-0.1992095,359.2836,244.7822,0.1147007,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.66,25.63,1.614214,0.8681849,-0.9649544,-0.6451382,0.8681849,-0.1992474,359.2807,244.769,0.1135298,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.66,25.63,1.614214,0.8681849,-0.9649544,-0.6451382,0.8681849,-0.1992474,359.2807,244.769,0.1135298,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.68,25.63,1.614103,0.8681685,-0.9647725,-0.6452838,0.8681685,-0.1990914,359.2894,244.7608,0.1098922,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.69,25.63,1.614133,0.868093,-0.9646531,-0.6452773,0.868093,-0.1989682,359.2808,244.7611,0.1050023,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.69,25.63,1.614133,0.868093,-0.9646531,-0.6452773,0.868093,-0.1989682,359.2808,244.7611,0.1050023,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.71,25.63,1.614193,0.8681659,-0.9649004,-0.6451699,0.8681659,-0.1991987,359.2861,244.7625,0.1198753,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.71,25.63,1.614193,0.8681659,-0.9649004,-0.6451699,0.8681659,-0.1991987,359.2861,244.7625,0.1198753,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.73,25.63,1.614355,0.8680068,-0.9650537,-0.6449809,0.8680068,-0.1993168,359.2802,244.7487,0.1134083,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.74,25.63,1.61457,0.8680889,-0.9650298,-0.6447749,0.8680889,-0.1992505,359.2875,244.7521,0.1170022,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.76,25.63,1.614617,0.8681107,-0.9650716,-0.6447198,0.8681107,-0.199282,359.2797,244.7539,0.1207542,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.77,25.63,1.614527,0.8678938,-0.9649712,-0.6448285,0.8678938,-0.1992017,359.2892,244.7551,0.1205894,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.78,25.63,1.614534,0.8678338,-0.965034,-0.6448087,0.8678338,-0.1992617,359.2838,244.7527,0.1160919,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.79,25.63,1.6144,0.8679341,-0.96492,-0.6449631,0.8679341,-0.1991768,359.2844,244.7547,0.1054967,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.80,25.63,1.614358,0.868011,-0.964909,-0.6450067,0.868011,-0.1991744,359.2696,244.7611,0.1004806,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.81,25.63,1.614397,0.8679998,-0.9649335,-0.644963,0.8679998,-0.1991905,359.2689,244.7597,0.105011,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.82,25.63,1.614114,0.8682914,-0.9651008,-0.6452078,0.8682914,-0.1994109,359.299,244.784,0.09550317,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.83,25.63,1.614084,0.8683392,-0.9651663,-0.6452234,0.8683392,-0.1994809,359.2934,244.78,0.09956945,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.84,25.63,1.614161,0.8682471,-0.9649486,-0.6451911,0.8682471,-0.1992522,359.2948,244.7855,0.09132069,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.85,25.63,1.614151,0.868278,-0.96494,-0.6452031,0.868278,-0.1992459,359.2907,244.7846,0.08759782,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.87,25.63,1.613853,0.8685688,-0.9649705,-0.6454893,0.8685688,-0.1993351,359.3069,244.8023,0.07518479,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.88,25.63,1.613828,0.8686023,-0.9649777,-0.6455118,0.8686023,-0.1993471,359.3031,244.8042,0.07087418,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.89,25.63,1.614057,0.8684098,-0.9650837,-0.6452663,0.8684098,-0.1994053,359.2906,244.8112,0.077339,FALSE,1,1.60404,1.00513,-1.029282
10,VRKinArm,Circle,CounterClockWise,2022-12-21_10:42:41.90,25.63,1.614048,0.8684272,-0.9651014,-0.6452714,0.8684272,-0.1994244,359.2963,244.8113,0.07568724,FALSE,1,1.60404,1.00513,-1.029282
